Event	ID	Name			Wwise Object Path	Notes
	85412153	Ambience			\Default Work Unit\SFX\Ambiences\Ambience	
	787110072	Outside_the_door_ambience			\Default Work Unit\SFX\Ambiences\Outside_the_door_ambience	
	855317084	Alarm			\Default Work Unit\SFX\Ambiences\Alarm	
	1457628129	Hazard_drop_off			\Default Work Unit\SFX\Player\Hazard_drop_off	
	1551306167	UI			\Default Work Unit\SFX\UI	
	2478829299	Fans			\Default Work Unit\SFX\Ambiences\Fans	
	2543463472	Ai_alert			\Default Work Unit\SFX\Ai\Ai_alert	
	2592919291	Intro_Sequence			\Default Work Unit\Dialogue\Intro_Sequence	
	2654748154	Water			\Default Work Unit\SFX\Ambiences\Water	
	2658179343	Ai_steal			\Default Work Unit\SFX\Ai\Ai_steal	
	2962571195	Electrical			\Default Work Unit\SFX\Ambiences\Electrical	
	3269214274	Ai_Ambience			\Default Work Unit\SFX\Ai\Ai_Ambience	
	3478377678	Emp_Grenade			\Default Work Unit\SFX\Player\Emp_Grenade	
	3595476012	grapple_release			\Default Work Unit\SFX\Player\grapple_release	
	3710578841	Grapple_Gun			\Default Work Unit\SFX\Player\Grapple_Gun	
	3833651337	Jump			\Default Work Unit\SFX\Player\Jump	
	4011223956	Object_Pick_up			\Default Work Unit\SFX\Player\Object_Pick_up	
	4137946895	Tree_Rustle			\Default Work Unit\SFX\Ambiences\Tree_Rustle	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	8162987	va_07	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\va_07_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\AI\Ai Steal\va_07		196912
	51709094	Grenade	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Grenade_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Grenade\Grenade		808548
	56057708	Water	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Bubbles_Constant_ODS-0375-012_D79FB2B7.wem		\Actor-Mixer Hierarchy\SFX\Ambiences\Water		8764696
	61525537	va_07-02	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\va_07-02_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\AI\Ai Steal\va_07-02		194348
	66258413	grapple 2	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\grapple 2_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Grapple gun\grapple 2		407228
	84079770	va_16	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\va_16_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\AI\Ai Steal\va_16		334852
	93138931	Camera_Bag_Zipper_ODY-1617-066-01	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Camera_Bag_Zipper_ODY-1617-066-01_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Object pick up\Camera_Bag_Zipper_ODY-1617-066-01		129144
	104119763	Whip_Cracks_ODY-1520-006	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Whip_Cracks_ODY-1520-006_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Grapple release\Whip_Cracks_ODY-1520-006		210260
	127247595	Whip_Swishes_ODY-1520-017	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Whip_Swishes_ODY-1520-017_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Grapple release\Whip_Swishes_ODY-1520-017		133700
	130004504	Analog Lab 4 01-04-01	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Analog Lab 4 01-04-01_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\UI click\Analog Lab 4 01-04-01		95976
	154884087	Leaf_Movement_ODC-0023-775-01	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Leaf_Movement_ODC-0023-775-01_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Ambiences\Tree Rustle\Leaf_Movement_ODC-0023-775-01		607144
	165320300	Foliage_Rustle_ODY-1440-066-04	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Foliage_Rustle_ODY-1440-066-04_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Ambiences\Tree Rustle\Foliage_Rustle_ODY-1440-066-04		520964
	178485083	Fire_Whoosh_ODY-1320-032-01-04	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Fire_Whoosh_ODY-1320-032-01-04_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Jump\Fire_Whoosh_ODY-1320-032-01-04		344688
	203330032	Object pick up	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Objects, Zipper, Clothing, Zipped Up Fast SND4046 2_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Object pick up\Object pick up		55518
	205651387	Whip_Swishes_ODY-1520-017-01	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Whip_Swishes_ODY-1520-017-01_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Grapple release\Whip_Swishes_ODY-1520-017-01		169192
	207322591	va_07-01	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\va_07-01_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\AI\Ai Steal\va_07-01		200952
	230553970	Analog Lab 4 01-04-04	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Analog Lab 4 01-04-04_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\UI click\Analog Lab 4 01-04-04		95976
	243035471	Foliage_Rustle_ODY-1440-066-02	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Foliage_Rustle_ODY-1440-066-02_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Ambiences\Tree Rustle\Foliage_Rustle_ODY-1440-066-02		515976
	258151244	Foliage_Rustle_ODY-1440-066	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Foliage_Rustle_ODY-1440-066_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Ambiences\Tree Rustle\Foliage_Rustle_ODY-1440-066		630416
	274127714	Leaf_Movement_ODC-0023-775	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Leaf_Movement_ODC-0023-775_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Ambiences\Tree Rustle\Leaf_Movement_ODC-0023-775		631464
	308693771	Zipper_Fast_and_Short_Pull_ODY-0486-009-01	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Zipper_Fast_and_Short_Pull_ODY-0486-009-01_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Object pick up\Zipper_Fast_and_Short_Pull_ODY-0486-009-01		133840
	319469034	Analog Lab 4 01-04-03	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Analog Lab 4 01-04-03_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\UI click\Analog Lab 4 01-04-03		95976
	339299511	Fire_Whoosh_ODY-1320-032-01-06	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Fire_Whoosh_ODY-1320-032-01-06_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Jump\Fire_Whoosh_ODY-1320-032-01-06		282556
	361659200	va_14	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\va_14_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\AI\Ai Steal\va_14		231884
	362797022	grapple 4	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\grapple 4_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Grapple gun\grapple 4		301704
	401123152	Electrical	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Tonal_Static_ODC-0011-159_D79FB2B7.wem		\Actor-Mixer Hierarchy\SFX\Ambiences\Electrical		8388672
	407007214	Analog Lab 4 01-04	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Analog Lab 4 01-04_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\UI click\Analog Lab 4 01-04		95980
	411291942	Fire_Whoosh_ODY-1320-032-01-02	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Fire_Whoosh_ODY-1320-032-01-02_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Jump\Fire_Whoosh_ODY-1320-032-01-02		237656
	459743269	Fire_Whoosh_ODY-1320-032-01-08	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Fire_Whoosh_ODY-1320-032-01-08_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Jump\Fire_Whoosh_ODY-1320-032-01-08		326116
	462919292	Intro Sequence Dome Dash	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Intro Sequence Dome Dash_10C4C929.wem		\Actor-Mixer Hierarchy\Dialogue\Intro Sequence Dome Dash		16475192
	481191430	Foliage_Rustle_ODY-1440-066-01	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Foliage_Rustle_ODY-1440-066-01_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Ambiences\Tree Rustle\Foliage_Rustle_ODY-1440-066-01		632936
	511486532	Fire_Whoosh_ODY-1320-032-01	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Fire_Whoosh_ODY-1320-032-01_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Player\Jump\Fire_Whoosh_ODY-1320-032-01		195804
	517267618	va_10	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\va_10_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\AI\Ai Steal\va_10		181520
	556409687	Leaf_Movement_ODC-0023-775-03	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Leaf_Movement_ODC-0023-775-03_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\Ambiences\Tree Rustle\Leaf_Movement_ODC-0023-775-03		557748
	556872909	Alert 4	C:\Users\Stephen\Downloads\MoonJunk-master (1)\MoonJunk-master\MoonJunk-master_WwiseProject\.cache\Windows\SFX\Alert 4_10C4C929.wem		\Actor-Mixer Hierarchy\SFX\AI\AI alert\Alert 4		430540
